"Time","N","N.var","Platform","Country","Difficulty"
0.00683872022652965,0,0,"android","GB","normal"
0.00938480608615104,0.000700699909913428,7.93622476822677e-09,"android","GB","normal"
0.074281168486044,0.00140139981982686,3.17448990729071e-08,"android","GB","normal"
0.165879267209778,0.00210209972974028,7.1426022914041e-08,"android","GB","normal"
0.195003431856398,0.00210209972974028,7.1426022914041e-08,"android","GB","normal"
0.281199651378513,0.00280371940337246,1.27062948941657e-07,"android","GB","normal"
0.319934085739628,0.00350533907700463,1.98614021342061e-07,"android","GB","normal"
0.35039120261174,0.00350533907700463,1.98614021342061e-07,"android","GB","normal"
0.353416134925703,0.00420713460995717,2.86103157988114e-07,"android","GB","normal"
0.390376556336198,0.0049089301429097,3.89514419693438e-07,"android","GB","normal"
0.399002277970189,0.0049089301429097,3.89514419693438e-07,"android","GB","normal"
0.489145389167416,0.00561237161406896,5.09146397029678e-07,"android","GB","normal"
0.586484739944795,0.00631581308522823,6.44775272103268e-07,"android","GB","normal"
0.630375377162065,0.00631581308522823,6.44775272103268e-07,"android","GB","normal"
0.676730135682686,0.00631581308522823,6.44775272103268e-07,"android","GB","normal"
0.757309580492245,0.00631581308522823,6.44775272103268e-07,"android","GB","normal"
0.807927137647846,0.00631581308522823,6.44775272103268e-07,"android","GB","normal"
0.837717605620518,0.00702055235970351,7.96695568344926e-07,"android","GB","normal"
0.844977956258628,0.00702055235970351,7.96695568344926e-07,"android","GB","normal"
0.866180415684691,0.00772622203993221,9.64904220285956e-07,"android","GB","normal"
0.890474093277471,0.00772622203993221,9.64904220285956e-07,"android","GB","normal"
0.973732228318378,0.00772622203993221,9.64904220285956e-07,"android","GB","normal"
1.04086745624485,0.00843233400097907,1.1493318365486e-06,"android","GB","normal"
1.09750347155367,0.00913844596202593,1.34987803982617e-06,"android","GB","normal"
1.41774665771338,0.0098445579230728,1.56654283011865e-06,"android","GB","normal"
1.47070687610958,0.0098445579230728,1.56654283011865e-06,"android","GB","normal"
1.63618576061389,0.0105510151040509,1.79944395794592e-06,"android","GB","normal"
1.67818000866885,0.0105510151040509,1.79944395794592e-06,"android","GB","normal"
1.80392205609973,0.0105510151040509,1.79944395794592e-06,"android","GB","normal"
1.87453532267635,0.0105510151040509,1.79944395794592e-06,"android","GB","normal"
1.87922768069166,0.0112591691989221,2.04909704596266e-06,"android","GB","normal"
1.88555070675479,0.0119673232937932,2.31496208836917e-06,"android","GB","normal"
1.92747767467795,0.0126754773886644,2.59703908516547e-06,"android","GB","normal"
1.95294069748752,0.0126754773886644,2.59703908516547e-06,"android","GB","normal"
2.06172957048304,0.0126754773886644,2.59703908516547e-06,"android","GB","normal"
2.06433724073367,0.0126754773886644,2.59703908516547e-06,"android","GB","normal"
2.19031094881845,0.0133877396571592,2.89710578043031e-06,"android","GB","normal"
2.26109407889495,0.0141000019256541,3.21357307464602e-06,"android","GB","normal"
2.32218155780122,0.0141000019256541,3.21357307464602e-06,"android","GB","normal"
2.32576809970067,0.0141000019256541,3.21357307464602e-06,"android","GB","normal"
2.50243815699557,0.0141000019256541,3.21357307464602e-06,"android","GB","normal"
2.52665929699809,0.0148146611864879,3.54758886519528e-06,"android","GB","normal"
2.61861590570258,0.0155293204473216,3.89811582705266e-06,"android","GB","normal"
2.66023401048349,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
2.68561645738163,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
2.8016489052193,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
2.80572756228691,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
2.89832154075398,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
3.07586425085236,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
3.08359572602374,0.0162439797081554,4.26515396021818e-06,"android","GB","normal"
3.08722680945292,0.0169642861449638,4.65179978869519e-06,"android","GB","normal"
3.12851146952037,0.0176845925817722,5.05521875915131e-06,"android","GB","normal"
3.15996609439859,0.0176845925817722,5.05521875915131e-06,"android","GB","normal"
3.19546761367747,0.0176845925817722,5.05521875915131e-06,"android","GB","normal"
3.21789190681351,0.0184058922203,5.47600183752656e-06,"android","GB","normal"
3.25563012669502,0.0184058922203,5.47600183752656e-06,"android","GB","normal"
3.29906831721555,0.0191274495102807,5.91376366403071e-06,"android","GB","normal"
3.30038545030006,0.0198490068002615,6.36835693812921e-06,"android","GB","normal"
3.30186400990132,0.0205705640902423,6.83978165982204e-06,"android","GB","normal"
3.41421504527702,0.021292121380223,7.32803782910922e-06,"android","GB","normal"
3.62483471450995,0.021292121380223,7.32803782910922e-06,"android","GB","normal"
3.68798528954834,0.021292121380223,1.40790633372726e-05,"android","GB","normal"
3.75345926022546,0.021292121380223,1.40790633372726e-05,"android","GB","normal"
3.77022177387504,0.021292121380223,1.40790633372726e-05,"android","GB","normal"
3.78890457525895,0.0220163748839386,1.50531545051569e-05,"android","GB","normal"
4.01269034658324,0.0227406283876541,1.60598253745841e-05,"android","GB","normal"
4.13248782222455,0.0227406283876541,1.60598253745841e-05,"android","GB","normal"
4.27488272705059,0.0234651416577913,1.70994545360265e-05,"android","GB","normal"
4.33325437563901,0.0241896549279285,1.81716867737836e-05,"android","GB","normal"
4.38200760794424,0.0241896549279285,1.81716867737836e-05,"android","GB","normal"
4.40103997604687,0.0241896549279285,1.81716867737836e-05,"android","GB","normal"
4.52980019796934,0.0241896549279285,1.81716867737836e-05,"android","GB","normal"
4.53394950176717,0.0241896549279285,1.81716867737836e-05,"android","GB","normal"
4.70250961563454,0.0249160362484611,1.92794128819135e-05,"android","GB","normal"
4.72747250632534,0.0256424175689937,2.04199104075282e-05,"android","GB","normal"
4.72808834908873,0.0263687988895263,2.15931793506279e-05,"android","GB","normal"
4.7556575092088,0.0263687988895263,2.15931793506279e-05,"android","GB","normal"
4.81436375294457,0.0270957082234207,2.28001083127903e-05,"android","GB","normal"
4.81965333896596,0.0270957082234207,2.28001083127903e-05,"android","GB","normal"
